id,split,text,estimated_V,estimated_A,estimated_D,calculated_V,calculated_A,calculated_D
IntroDublin_1407_1537,train,"Old buildings are being recycled; for example, the 17th-century Royal Hospital now holds the Museum of Modern Art.",0.1,0.0,0.1,0.2042,-0.2113,0.138
IntroDublin_1538_1668,train,"And Dublin, a city large in expectations, is still small enough for the visitor to see most of its sights on foot.",0.0,0.055,0.055,0.1735,-0.1624,-0.0342
IntroDublin_166_383,train,"New construction is everywhere, the streets buzz, traffic is increasingly congested, and in the frenetic pace of rush hour everyone in Dublin seems intent on changing places with everyone else.",-0.15,0.3,0.0,0.0654,0.088,0.0462
IntroDublin_1677_1695,train,City on the Liffey,0.05,-0.15,0.15,0.347,0.031,0.036
IntroDublin_1704_1798,train,The River Liffey flows from west to east through the center of the city to Dublin Bay.,0.05,0.1,0.0,0.1267,-0.1483,-0.0132
IntroDublin_1799_1887,train,The river forms a natural line between the north and south sections of the city.,-0.11,-0.165,0.11,0.1616,-0.3216,-0.0252
IntroDublin_1949_2132,train,"Historically and culturally this north-south distinction has always been significant, and it still is today, with a dose of good-humored rivalry between the two areas.",0.0,-0.185,0.125,0.1309,-0.1807,0.0036
IntroDublin_2133_2175,train,"“ I never go north of the Liffey,”",0.0,0.0,0.215,-0.096,-0.195,-0.1365
IntroDublin_2133_2193,train,"“ I never go north of the Liffey,” one man remarked.",0.0,-0.1,0.05,-0.06,-0.2392,-0.1612
IntroDublin_2202_2299,train,"Farther out, both north and south, are the sweeping curves of the Royal and Grand Canals.",0.0,0.05,-0.05,0.0945,-0.0803,0.0403
IntroDublin_2300_2520,train,"The occasional cry of gulls and unexpected distant vistas will remind you that Dublin is by the sea, and the Wicklow mountains, which hold Dublin closely to the coast, are visible from everywhere.",0.165,0.055,0.055,0.0853,-0.0907,-0.0184
IntroDublin_2529_2630,train,"Dublin is an intimate city, physically small but tightly packed, a perfect place for walking.",0.125,-0.06,0.125,0.2536,-0.0175,0.0595
IntroDublin_2631_2758,train,"College Green, the home of Trinity College, provides a natural focus just south of the O’Connell Street bridge.",0.05,-0.05,0.05,0.3322,-0.2663,0.1225
IntroDublin_2759_2843,train,"O’Connell Street, the city’s grand boulevard, leads north to Parnell Square.",0.0,-0.145,0.0,0.2406,-0.1029,0.0674
IntroDublin_27_51,train,Dublin and the Dubliners,0.0,0.0,-0.05,0.0,0.0,0.0
IntroDublin_2844_2956,train,To the south and east is St. Stephen’s Green and Georgian Dublin where the national museums are located.,0.11,0.0,0.11,0.0727,-0.148,-0.0425
IntroDublin_2957_3110,train,"Along the Liffey to the west is Temple Bar, center of nightlife and home to many of Dublin’s cutting-edge artists and artistic endeavors.",0.045,-0.045,0.0,0.1789,-0.0273,0.0436
IntroDublin_3111_3193,train,Up the hill from Temple Bar are Dublin Castle and Christ Church Cathedral.,0.0,-0.05,0.0,0.238,-0.094,0.2105
IntroDublin_3202_3246,dev,It won’t rain on you in Dublin all the time.,0.05,0.0,-0.05,0.0584,-0.186,0.0682
IntroDublin_3247_3413,train,"The climate here can best be described as “changeable” and yet the sudden shifts from light to dark, sunshine to shower, are part of the city’s magic.",0.07,0.0,0.07,0.1637,-0.1436,0.0172
IntroDublin_3422_3566,train,Buildings seem to transform themselves depending on the light; Dublin under a lowering sky is a different place from Dublin in sunshine.,0.05,0.0,0.1,0.1741,-0.2459,-0.0487
IntroDublin_3575_3590,train,Enjoying Dublin,0.44,0.06,0.125,0.816,0.518,0.518
IntroDublin_3759_3917,train,"Joyce, the high priest of literary Modernism, imagined and interpreted Dublin for the world in Ulysses (you’ll see references to it all over).",-0.05,-0.1,0.0,0.1725,-0.1377,0.1138
IntroDublin_384_464,train,At night the streets are crowded with people bent on having a good time.,0.3,0.3,0.15,0.113,-0.148,0.0728
IntroDublin_4045_4155,test,"Beckett and Joyce, among others, had to leave their homeland to understand it —  and to be understood.",-0.1,0.0,0.0,0.1352,-0.1341,0.0439
IntroDublin_4287_4453,train,The city’s impact on the rock and pop music scene with the likes of U2 and Bob Geldof is well known — there’s even a self-guided tour of their haunts.,0.05,0.05,0.05,0.1779,0.0468,0.0404
IntroDublin_4462_4636,train,"Traditional Irish music is also alive and well, especially in the pubs, and there has been a revival of storytelling, poetry reading, and traditional dancing.",0.25,0.25,0.06,0.2953,-0.1068,0.0736
IntroDublin_4637_4896,test,"And in this city, where literature and theater have historically dominated the scene, visual arts are finally coming into their own with the new Museum of Modern Art and the many galleries that display the work of modern Irish artists.",0.215,-0.215,0.0,0.27,-0.0899,0.0509
IntroDublin_465_551,train,Prosperity is in the air; the roar of the “Celtic Tiger” can clearly be heard.,0.19,0.19,0.25,0.2617,-0.0175,0.1688
IntroDublin_5143_5244,test,"And while multinational chains have made inroads, they seem less blatant here than elsewhere.",0.045,-0.09,0.0,-0.0069,-0.0332,-0.0009
IntroDublin_5245_5427,train,"Many shops, and also hotels and guest houses, have been owned and managed by the same families for years, and theirs is the welcome of traditional Dublin hospitality.",0.15,-0.05,0.0,0.2481,-0.1187,0.0545
IntroDublin_5436_5480,test,Dublin’s food has undergone a metamorphosis.,-0.055,0.0,0.0,0.429,-0.105,0.14
IntroDublin_5481_5559,train,"There was a time when you might have apologized for it, but no longer.",-0.145,0.0,0.0,0.0413,-0.0528,0.0338
IntroDublin_5560_5713,train,"Dublin has international restaurants galore, and the New Irish Cuisine is built upon fresh products of Ireland’s seas, rivers, and farms.",0.19,0.125,0.06,0.3138,-0.0785,0.0447
IntroDublin_560_594,train,But this is not the whole picture.,-0.125,0.0,0.0,0.0932,-0.118,0.0228
IntroDublin_5714_5835,train,Coffee has replaced the ubiquitous tea — Dublin is now almost as much a coffee city as Vienna or Seattle.,0.1,0.0,0.0,0.2215,-0.0941,-0.0609
IntroDublin_5844_5864,train,City and Countryside,0.05,-0.25,0.0,0.386,-0.1207,-0.11
IntroDublin_5873_5998,train,In a city of such human proportions it is not surprising that parks and gardens abound for recreation and relaxation.,0.11,0.0,0.11,0.2949,-0.0422,0.0373
IntroDublin_595_662,test,The proverbial hospitality and warm welcome are still here.,0.375,0.06,0.0,0.233,-0.216,0.1014
IntroDublin_5999_6142,train,"Phoenix Park in the northwest is the largest open space, but squares like St. Stephen’s Green are the garden oases of the city.",0.145,0.07,0.145,0.2135,-0.148,0.0118
IntroDublin_60_165,train,"As capital of Europe’s most explosive economy, Dublin seems to be changing before your very eyes.",0.1,0.0,-0.1,0.1433,-0.0234,0.191
IntroDublin_6151_6239,train,"On the coast, Sandymount, Dollymount, and Killiney strands are the places to go.",0.125,0.125,0.125,0.1264,-0.0264,-0.0676
IntroDublin_6240_6470,train,"The beautiful Wicklow Mountains, and the Wicklow Mountains National Park provide a more rugged countryside, and the area has breathtaking houses and gardens such as Castletown, Mount Usher, and Powerscourt.",0.145,0.07,0.0,0.3335,-0.0934,0.1106
IntroDublin_6471_6633,train,"To the north and west are the ancient sites of Ireland: Malahide Castle, the evocative hill of Tara, and the long barrows of Knowth and Newgrange.",0.05,0.05,0.1,0.0851,-0.123,0.0307
IntroDublin_663_863,train,"This busy, modern European city sits on a thousand years of history — history is present everywhere, from elegant Merrion Square to the bullet holes on the General Post Office.",0.0,-0.125,-0.125,0.2365,-0.0674,0.1376
IntroDublin_6642_6724,train,The DART (Dublin Area Rapid Transit) runs north and south along the coast.,0.0,-0.15,0.0,0.1305,-0.1788,-0.0622
IntroDublin_6725_6805,train,It’s an ideal way for the visitor to reach outlying sights and villages.,0.06,-0.06,0.06,0.1349,-0.0582,0.0736
IntroDublin_6806_6910,dev,"There are many guided bus tours to sights outside the city, and some are accessible by city bus.",0.1,0.05,0.05,0.1107,-0.0221,-0.0823
IntroDublin_6919_6934,train,Young at Heart?,0.11,0.0,0.055,0.466,0.136,0.034
IntroDublin_6943_6966,train,Dublin is a young city.,-0.05,-0.1,0.05,0.347,0.031,0.032
IntroDublin_6967_7136,train,"Almost half of Ireland’s population is under twenty-five, and with its universities and professional schools, Dublin also has a large student population.",0.0,0.0,0.0,0.1445,-0.153,0.0628
IntroDublin_7137_7284,train,"The universities attract students from all over the world, and this influx helps to make Dublin a busy, buzzing international city.",0.22,0.11,0.165,0.2172,0.0644,0.1526
IntroDublin_7285_7367,dev,"However, young and old, stranger and Dubliner rub shoulders quite happily.",0.39,0.22,0.165,0.0289,-0.0184,-0.0669
IntroDublin_7368_7441,test,Religion and respect for parents has not yet gone out of fashion.,0.1,0.05,0.05,0.1096,-0.22,0.0385
IntroDublin_7442_7613,test,And young graduates are not leaving now — multinational corporations and European Union investment mean there are plenty of opportunities for them at home.,0.15,0.05,0.1,0.1661,-0.0467,0.1695
IntroDublin_7622_7657,train,Unemployment is at an all-time low.,0.25,0.1,-0.05,-0.17,-0.1973,-0.0962
IntroDublin_7658_7712,train,The Irish are actually beginning to come home.,0.1,0.05,0.05,0.2744,-0.074,0.022
IntroDublin_864_968,train,"It’s also a city of the imagination, reinvented and reappraised in the literature of its exiles.",0.0,-0.2,0.0,0.2142,-0.0922,0.0382
IntroDublin_969_1118,train,"And the old Dublin is with us, too — the irreverent city of wit and charm and that peculiar magic possessed by Ireland and the Irish.",0.2,0.15,0.05,0.1467,0.0448,0.0928
IntroHongKong_1009_1193,train,"Today Hong Kong remains a capitalist enclave with its laws and rights intact, and China has promised that Hong Kong will continue in this fashion for at least 50 years.",-0.055,0.0,0.055,0.1883,-0.1659,0.096
IntroHongKong_1202_1301,train,Beijing’s announced policy of maintaining Hong Kong’s prosperity and stability makes sense.,0.215,0.145,0.215,0.2519,0.0893,0.3697
IntroHongKong_1302_1457,train,"Hong Kong has long been China’s handiest window on the West, and the city is unrivaled in its commercial know-how and managerial expertise.",0.0,-0.05,0.0,0.2013,-0.1235,0.18
IntroHongKong_1458_1557,dev,Around the time of the transition there was much speculation about how things would change.,0.0,-0.15,-0.1,0.0289,-0.0605,0.0175
IntroHongKong_1558_1761,test,"But in fact, once news of the handover vanished from the front pages, the people of Hong Kong returned to their usual topics of conversation: the economy and the price of housing.",-0.05,-0.45,0.15,0.0623,-0.0627,0.029
IntroHongKong_171_262,test,With its vibrant atmosphere and night-and-day activity it is an intoxicating place.,0.3,0.25,0.05,0.115,-0.0285,0.0547
IntroHongKong_1770_1851,train,The impression of the visitor today will be that very little has changed.,0.0,-0.05,-0.05,0.2109,-0.1871,-0.0177
IntroHongKong_1852_2078,train,"Establishments are no longer called “Royal,” Queen Elizabeth has vanished from the coinage, and the Union Jack has been replaced by the flag of China and the new Hong Kong flag with its bauhinia flower.",-0.05,0.05,-0.05,0.0734,-0.0853,-0.0091
IntroHongKong_2079_2249,train,"But in fact, there have been changes, many of them due to economic progress, new construction, and other factors that influence cities all over the world.",0.06,0.0,0.125,0.1823,-0.0372,0.1561
IntroHongKong_2258_2281,train,Others are more subtle.,0.05,-0.05,0.05,0.354,-0.1458,-0.07
IntroHongKong_2282_2450,train,British social customs are still evident in the kind of polite service you get in hotels and in the long lines of people waiting for buses at rush hour.,0.05,-0.15,0.0,0.0942,-0.1702,-0.0325
IntroHongKong_2451_2582,train,The British population has decreased; today there are as many American and Australian ex-pats as there are British.,-0.06,0.06,-0.06,-0.0296,-0.1584,-0.1108
IntroHongKong_2591_2766,train,"With a population of nearly eight million and a total area of just over 1,095 square km (423 square miles), housing is one of Hong Kong’s perennial nightmares.",-0.185,-0.125,-0.06,0.098,-0.1235,0.0437
IntroHongKong_263_350,train,Hong Kong is crowded — it has one of the world’s greatest population densities.,-0.1,0.0,0.1,0.205,-0.1548,0.2045
IntroHongKong_2767_3013,test,"To alleviate the problem, the government has become the city’s major landlord with the construction of massive apartment blocks that, though they have every modern facility, average only 9 square m (100 square ft) in size.",0.05,-0.15,0.05,0.168,-0.0508,0.1582
IntroHongKong_27_59,train,Hong Kong and Its People,0.0,-0.19,-0.06,0.104,-0.1,0.0
IntroHongKong_3014_3160,train,"Whole cities have been created in the New Territories, although the unimaginative architecture of these towns has been criticized.",-0.145,0.145,0.0,0.1696,-0.1163,0.1236
IntroHongKong_3169_3219,test,"Of Hong Kong’s population, 98 percent are Chinese.",0.0,0.0,0.0,0.0425,-0.1135,0.0115
IntroHongKong_3350_3490,test,"The Chinese people have been described as hardworking and pragmatic, attitudes that have contributed to Hong Kong’s success.",0.2,0.0,0.1,0.2619,-0.0336,0.19
IntroHongKong_3491_3715,dev,"There are many stories of refugees who arrived with nothing in their pockets, set up a small sidewalk stall, worked diligently until they had their own store, and then expanded it into a modest chain.",0.225,-0.045,0.0,0.109,-0.1091,-0.0195
IntroHongKong_351_584,train,"But it is also efficient, with one of the best transportation systems anywhere, and for such a crowded place, quiet — you don’t hear voices raised in anger, motorists sitting on their horns, or loud boomboxes.",0.0,0.0,0.0,0.1655,-0.1143,0.0672
IntroHongKong_3724_3861,train,"Old customs are still followed: Fate and luck are taken very seriously, and astrologers and fortune-tellers do a steady business.",0.0,-0.135,-0.045,0.1728,-0.0398,0.1285
IntroHongKong_3870_4062,train,"Before a skyscraper can be built, a feng shui (see page 68) investigation must take place to ensure that the site and the building will promote health, harmony, and prosperity.",0.0,0.0,0.1,0.2923,-0.1487,0.1367
IntroHongKong_4063_4184,train,"You’ll also notice that gambling is a passion, whether it be cards, mah-jong, the lottery, or the horses.",0.05,0.15,0.1,0.1527,0.0212,-0.0345
IntroHongKong_4185_4375,train,"Hong Kong has two major racetracks as well as an intensive off-track betting system, and on weekends the ferries to Macau are crowded with people on their way to the casinos.",0.1,0.1,0.0,0.0513,-0.0548,0.0844
IntroHongKong_4384_4536,train,"Sightseeing in Hong Kong starts at sea level with the enthralling water traffic — a mix of freighters, ferries, tugs, junks, and yachts.",0.11,0.165,0.0,0.1115,-0.0695,0.0718
